********* CUBIC FUNCTIONS ***********
Solutions: -8.716402 0.407135 -1.690734
Solutions: -8.700739 0.457866 -1.757127
Solutions: -8.684951 0.505864 -1.820912
Solutions: -8.669036 0.551499 -1.882464
Solutions: -8.652989 0.595068 -1.942079
Solutions: -8.726312 0.084382 -1.358069
Solutions: -8.710849 0.158591 -1.447742
Solutions: -8.695265 0.225470 -1.530205
Solutions: -8.679558 0.286745 -1.607187
Solutions: -8.663725 0.343557 -1.679832
Solutions: -8.647764 0.396708 -1.748945
Solutions: -8.631671 0.446786 -1.815115
Solutions: -8.615444 0.494235 -1.878791
Solutions: -8.599080 0.539406 -1.940326
Solutions: -8.582576 0.582576 -2.000000
Solutions: -8.658484 0.081179 -1.422695
Solutions: -8.642607 0.153193 -1.510586
Solutions: -8.626602 0.218462 -1.591861
Solutions: -8.610464 0.278502 -1.668038
Solutions: -8.594191 0.334334 -1.740142
Solutions: -8.577781 0.386688 -1.808906
Solutions: -8.561230 0.436104 -1.874874
Solutions: -8.544535 0.482997 -1.938462
Solutions: -8.527693 0.527693 -2.000000
Solutions: -8.510699 0.570453 -2.059753
Solutions: -8.589370 0.078198 -1.488828
Solutions: -8.573053 0.148114 -1.575061
Solutions: -8.556599 0.211819 -1.655220
Solutions: -8.540002 0.270642 -1.730640
Solutions: -8.523261 0.325501 -1.802239
Solutions: -8.506372 0.377056 -1.870684
Solutions: -8.489332 0.425807 -1.936475
Solutions: -8.472136 0.472136 -2.000000
Solutions: -8.454781 0.516348 -2.061567
Solutions: -8.437264 0.558690 -2.121426
Solutions: -8.518894 0.075416 -1.556522
Solutions: -8.502109 0.143330 -1.641221
Solutions: -8.485175 0.205516 -1.720341
Solutions: -8.468089 0.263146 -1.795057
Solutions: -8.450847 0.317039 -1.866193
Solutions: -8.433445 0.367799 -1.934353
Solutions: -8.415880 0.415880 -2.000000
Solutions: -8.398148 0.461640 -2.063492
Solutions: -8.380243 0.505362 -2.125119
Solutions: -8.362163 0.547277 -2.185114
Solutions: -8.446972 0.072815 -1.625843
Solutions: -8.429686 0.138817 -1.709132
Solutions: -8.412239 0.199533 -1.787293
Solutions: -8.394629 0.255993 -1.861364
Solutions: -8.376850 0.308933 -1.932082
Solutions: -8.358899 0.358899 -2.000000
Solutions: -8.340771 0.406311 -2.065540
Solutions: -8.322461 0.451497 -2.129036
Solutions: -8.303964 0.494723 -2.190759
Solutions: -8.285276 0.536205 -2.250929
Solutions: -8.373511 0.070379 -1.696868
Solutions: -8.355688 0.134556 -1.778868
Solutions: -8.337692 0.193848 -1.856156
Solutions: -8.319518 0.249163 -1.929645
Solutions: -8.301163 0.301163 -2.000000
Solutions: -8.282620 0.350341 -2.067722
Solutions: -8.263884 0.397084 -2.133200
Solutions: -8.244951 0.441695 -2.196744
Solutions: -8.225815 0.484421 -2.258606
Solutions: -8.206470 0.525465 -2.318995
Solutions: -8.298408 0.068094 -1.769686
Solutions: -8.280008 0.130529 -1.850520
Solutions: -8.261421 0.188443 -1.927022
Solutions: -8.242641 0.242641 -2.000000
Solutions: -8.223662 0.293713 -2.070051
Solutions: -8.204480 0.342111 -2.137631
Solutions: -8.185088 0.388187 -2.203099
Solutions: -8.165480 0.432221 -2.266741
Solutions: -8.145650 0.474445 -2.328794
Solutions: -8.125591 0.515046 -2.389455
Solutions: -8.221548 0.065946 -1.844399
Solutions: -8.202526 0.126717 -1.924191
Solutions: -8.183300 0.183300 -2.000000
Solutions: -8.163864 0.236407 -2.072543
Solutions: -8.144212 0.286569 -2.142357
Solutions: -8.124336 0.334194 -2.209858
Solutions: -8.104232 0.379606 -2.275375
Solutions: -8.083890 0.423065 -2.339175
Solutions: -8.063304 0.464783 -2.401479
Solutions: -8.042466 0.504939 -2.462473
Solutions: -8.389834 0.155642 -0.765808
Solutions: -8.374426 0.267435 -0.893009
Solutions: -8.358899 0.358899 -1.000000
Solutions: -8.343250 0.437954 -1.094704
Solutions: -8.327477 0.508424 -1.180947
Solutions: -8.311576 0.572503 -1.260927
Solutions: -8.295547 0.631587 -1.336041
Solutions: -8.279384 0.686629 -1.407245
Solutions: -8.263086 0.738314 -1.475228
Solutions: -8.246650 0.787154 -1.540504
Solutions: -8.324902 0.146249 -0.821347
Solutions: -8.309108 0.254581 -0.945474
Solutions: -8.293186 0.344188 -1.051003
Solutions: -8.277134 0.422080 -1.144946
Solutions: -8.260950 0.491757 -1.230807
Solutions: -8.244630 0.555263 -1.310633
Solutions: -8.228172 0.613919 -1.385747
Solutions: -8.211572 0.668631 -1.457059
Solutions: -8.194827 0.720058 -1.525231
Solutions: -8.177934 0.768692 -1.590758
Solutions: -8.258845 0.137763 -0.878918
Solutions: -8.242641 0.242641 -1.000000
Solutions: -8.226301 0.330323 -1.104022
Solutions: -8.209822 0.406981 -1.197159
Solutions: -8.193202 0.475801 -1.282599
Solutions: -8.176436 0.538681 -1.362245
Solutions: -8.159523 0.596862 -1.437339
Solutions: -8.142457 0.651205 -1.508748
Solutions: -8.125237 0.702339 -1.577102
Solutions: -8.107856 0.750737 -1.642881
Solutions: -8.191602 0.130079 -0.938477
Solutions: -8.174963 0.231547 -1.056585
Solutions: -8.158179 0.317259 -1.159081
Solutions: -8.141246 0.392627 -1.251380
Solutions: -8.124162 0.460536 -1.336374
Solutions: -8.106923 0.522742 -1.415819
Solutions: -8.089524 0.580406 -1.490882
Solutions: -8.071962 0.634343 -1.562380
Solutions: -8.054233 0.685151 -1.630918
Solutions: -8.036333 0.733285 -1.696952
Solutions: -8.123106 0.123106 -1.000000
Solutions: -8.106005 0.221237 -1.115232
Solutions: -8.088748 0.304953 -1.216205
Solutions: -8.071333 0.378985 -1.307652
Solutions: -8.053755 0.445939 -1.392184
Solutions: -8.036009 0.507428 -1.471419
Solutions: -8.018092 0.564537 -1.546445
Solutions: -8.000000 0.618034 -1.618034
Solutions: -7.981727 0.668486 -1.686759
Solutions: -7.963269 0.716328 -1.753059
Solutions: -8.053284 0.116761 -1.063477
Solutions: -8.035691 0.211648 -1.175958
Solutions: -8.017931 0.293361 -1.275430
Solutions: -8.000000 0.366025 -1.366025
Solutions: -7.981893 0.431985 -1.450092
Solutions: -7.963607 0.492721 -1.529115
Solutions: -7.945135 0.549242 -1.604106
Solutions: -7.926474 0.602268 -1.675794
Solutions: -7.907617 0.652336 -1.744719
Solutions: -7.888560 0.699861 -1.811301
Solutions: -7.982057 0.110974 -1.128918
Solutions: -7.963938 0.202724 -1.238786
Solutions: -7.945640 0.282440 -1.336800
Solutions: -7.927157 0.353715 -1.426558
Solutions: -7.908485 0.418651 -1.510166
Solutions: -7.889618 0.478603 -1.588985
Solutions: -7.870550 0.534505 -1.663954
Solutions: -7.851277 0.587031 -1.735754
Solutions: -7.831792 0.636691 -1.804899
Solutions: -7.812089 0.683875 -1.871786
Solutions: -7.909335 0.105682 -1.196347
Solutions: -7.890654 0.194411 -1.303757
Solutions: -7.871779 0.272148 -1.400370
Solutions: -7.852704 0.342021 -1.489318
Solutions: -7.833423 0.405911 -1.572488
Solutions: -7.813931 0.465053 -1.651122
Solutions: -7.794222 0.520310 -1.726088
Solutions: -7.774289 0.572313 -1.798024
Solutions: -7.754125 0.621540 -1.867415
Solutions: -7.733723 0.668362 -1.934639
Solutions: -7.835021 0.100830 -1.265809
Solutions: -7.815736 0.186658 -1.370922
Solutions: -7.796240 0.262447 -1.466206
Solutions: -7.776527 0.330914 -1.554387
Solutions: -7.756591 0.393741 -1.637150
Solutions: -7.736425 0.452052 -1.715627
Solutions: -7.716022 0.506642 -1.790620
Solutions: -7.695374 0.558099 -1.862725
Solutions: -7.674473 0.606872 -1.932399
Solutions: -7.653312 0.653312 -2.000000
Solutions: -7.759006 0.096370 -1.337365
Solutions: -7.739069 0.179421 -1.440351
Solutions: -7.718904 0.253296 -1.534392
Solutions: -7.698503 0.320362 -1.621859
Solutions: -7.677857 0.382115 -1.704258
Solutions: -7.656960 0.439579 -1.782618
Solutions: -7.635804 0.493483 -1.857679
Solutions: -7.614379 0.544376 -1.929997
Solutions: -7.592676 0.592676 -2.000000
Solutions: -7.570687 0.638716 -2.068030
Solutions: -7.681165 0.092261 -1.411096
Solutions: -7.660525 0.172656 -1.512131
Solutions: -7.639636 0.244662 -1.605026
Solutions: -7.618487 0.310334 -1.691847
Solutions: -7.597071 0.371010 -1.773938
Solutions: -7.575380 0.427613 -1.852233
Solutions: -7.553402 0.480817 -1.927415
Solutions: -7.531129 0.531129 -2.000000
Solutions: -7.508549 0.578941 -2.070392
Solutions: -7.485651 0.624564 -2.138914
Solutions: -7.601362 0.088464 -1.487102
Solutions: -7.579959 0.166326 -1.586367
Solutions: -7.558281 0.236509 -1.678228
Solutions: -7.536320 0.300804 -1.764484
Solutions: -7.514064 0.360400 -1.846336
Solutions: -7.491503 0.416135 -1.924632
Solutions: -7.468627 0.468627 -2.000000
Solutions: -7.445423 0.518344 -2.072921
Solutions: -7.421878 0.565652 -2.143775
Solutions: -7.397979 0.610846 -2.212867
Solutions: -7.519439 0.084949 -1.565510
Solutions: -7.497204 0.160394 -1.663190
Solutions: -7.474667 0.228805 -1.754138
Solutions: -7.451816 0.291741 -1.839925
Solutions: -7.428639 0.350262 -1.921622
Solutions: -7.405125 0.405125 -2.000000
Solutions: -7.381259 0.456895 -2.075636
Solutions: -7.357027 0.506006 -2.148979
Solutions: -7.332415 0.552799 -2.220384
Solutions: -7.307405 0.597550 -2.290144
Solutions: -7.435218 0.081687 -1.646469
Solutions: -7.412073 0.154829 -1.742756
Solutions: -7.388593 0.221521 -1.832928
Solutions: -7.364764 0.283121 -1.918357
Solutions: -7.340573 0.340573 -2.000000
Solutions: -7.316004 0.394562 -2.078558
Solutions: -7.291042 0.445604 -2.154562
Solutions: -7.265670 0.494100 -2.228430
Solutions: -7.239869 0.540368 -2.300499
Solutions: -7.213620 0.584665 -2.371045
Solutions: -7.348494 0.078653 -1.730159
Solutions: -7.324347 0.149602 -1.825255
Solutions: -7.299827 0.214627 -1.914800
Solutions: -7.274917 0.274917 -2.000000
Solutions: -7.249601 0.331311 -2.081710
Solutions: -7.223861 0.384427 -2.160566
Solutions: -7.197678 0.434738 -2.237061
Solutions: -7.171030 0.482613 -2.311583
Solutions: -7.143895 0.528347 -2.384451
Solutions: -7.116250 0.572180 -2.455930
Solutions: -7.259029 0.075825 -1.816797
Solutions: -7.233774 0.144685 -1.910912
Solutions: -7.208099 0.208099 -2.000000
Solutions: -7.181986 0.267106 -2.085120
Solutions: -7.155415 0.322454 -2.167039
Solutions: -7.128363 0.374702 -2.246339
Solutions: -7.100807 0.424280 -2.323473
Solutions: -7.072721 0.471529 -2.398808
Solutions: -7.044078 0.516722 -2.472644
Solutions: -7.014846 0.560084 -2.545238
Solutions: -7.166545 0.073185 -1.906640
Solutions: -7.140055 0.140055 -2.000000
Solutions: -7.113091 0.201912 -2.088821
Solutions: -7.085629 0.259666 -2.174037
Solutions: -7.057645 0.313983 -2.256338
Solutions: -7.029112 0.365368 -2.336256
Solutions: -7.000000 0.414214 -2.414214
Solutions: -6.970277 0.460833 -2.490556
Solutions: -6.939908 0.505481 -2.565572
Solutions: -6.908855 0.548366 -2.639511
Solutions: -7.070714 0.070714 -2.000000
Solutions: -7.042838 0.135689 -2.092851
Solutions: -7.014420 0.196042 -2.181622
Solutions: -6.985434 0.252574 -2.267140
Solutions: -6.955846 0.305877 -2.350031
Solutions: -6.925624 0.356407 -2.430783
Solutions: -6.894730 0.404523 -2.509793
Solutions: -6.863123 0.450512 -2.587389
Solutions: -6.830757 0.494611 -2.663853
Solutions: -6.797583 0.537014 -2.739430
Solutions: -6.971144 0.068398 -2.097254
Solutions: -6.941697 0.131567 -2.189869
Solutions: -6.911628 0.190470 -2.278842
Solutions: -6.880899 0.245810 -2.364911
Solutions: -6.849472 0.298117 -2.448646
Solutions: -6.817302 0.347802 -2.530501
Solutions: -6.784341 0.395192 -2.610851
Solutions: -6.750535 0.440552 -2.690016
Solutions: -6.715825 0.484099 -2.768274
Solutions: -6.680144 0.526016 -2.845872
Solutions: -6.867358 0.066223 -2.198865
Solutions: -6.836116 0.127670 -2.291555
Solutions: -6.804147 0.185175 -2.381028
Solutions: -6.771405 0.239356 -2.467951
Solutions: -6.737839 0.290686 -2.552848
Solutions: -6.703391 0.339537 -2.636146
Solutions: -6.667997 0.386207 -2.718210
Solutions: -6.631584 0.430938 -2.799354
Solutions: -6.594072 0.473933 -2.879861
Solutions: -6.555367 0.515362 -2.959995
Solutions: -7.295897 0.158834 -0.862937
Solutions: -7.274917 0.274917 -1.000000
Solutions: -7.253677 0.370366 -1.116688
Solutions: -7.232169 0.453029 -1.220860
Solutions: -7.210382 0.526776 -1.316394
Solutions: -7.188309 0.593854 -1.405545
Solutions: -7.165937 0.655703 -1.489766
Solutions: -7.143257 0.713311 -1.570054
Solutions: -7.120256 0.767392 -1.647136
Solutions: -7.096924 0.818481 -1.721557
Solutions: -7.218925 0.148948 -0.930023
Solutions: -7.197204 0.261177 -1.063973
Solutions: -7.175200 0.354529 -1.179330
Solutions: -7.152901 0.435874 -1.282972
Solutions: -7.130298 0.508721 -1.378423
Solutions: -7.107379 0.575152 -1.467773
Solutions: -7.084133 0.636519 -1.552386
Solutions: -7.060546 0.693759 -1.633213
Solutions: -7.036606 0.747554 -1.710948
Solutions: -7.012297 0.798416 -1.786119
Solutions: -7.140055 0.140055 -1.000000
Solutions: -7.117532 0.248464 -1.130933
Solutions: -7.094697 0.339652 -1.244955
Solutions: -7.071539 0.419601 -1.348062
Solutions: -7.048046 0.491479 -1.443433
Solutions: -7.024204 0.557202 -1.532998
Solutions: -7.000000 0.618034 -1.618034
Solutions: -6.975419 0.674860 -1.699441
Solutions: -6.950444 0.728327 -1.777884
Solutions: -6.925059 0.778928 -1.853869
Solutions: -7.059140 0.132036 -1.072895
Solutions: -7.035743 0.236697 -1.200954
Solutions: -7.012003 0.325680 -1.313677
Solutions: -6.987906 0.404173 -1.416267
Solutions: -6.963438 0.475022 -1.511584
Solutions: -6.938583 0.539984 -1.601401
Solutions: -6.913325 0.600233 -1.686908
Solutions: -6.887646 0.656602 -1.768956
Solutions: -6.861527 0.709705 -1.848178
Solutions: -6.834948 0.760011 -1.925063
Solutions: -6.976013 0.124784 -1.148771
Solutions: -6.951660 0.225800 -1.274140
Solutions: -6.926928 0.312560 -1.385632
Solutions: -6.901800 0.389553 -1.487753
Solutions: -6.876258 0.459324 -1.583066
Solutions: -6.850285 0.523476 -1.673191
Solutions: -6.823860 0.583100 -1.759239
Solutions: -6.796963 0.638974 -1.842010
Solutions: -6.769571 0.691678 -1.922107
Solutions: -6.741657 0.741657 -2.000000
Solutions: -6.890480 0.118208 -1.227729
Solutions: -6.865078 0.215700 -1.350622
Solutions: -6.839253 0.300239 -1.460986
Solutions: -6.812985 0.375701 -1.562716
Solutions: -6.786255 0.444354 -1.658099
Solutions: -6.759040 0.507658 -1.748618
Solutions: -6.731316 0.566618 -1.835303
Solutions: -6.703057 0.621962 -1.918905
Solutions: -6.674235 0.674235 -2.000000
Solutions: -6.644819 0.723859 -2.079040
Solutions: -6.802319 0.112228 -1.309909
Solutions: -6.775758 0.206330 -1.430572
Solutions: -6.748722 0.288665 -1.539944
Solutions: -6.721189 0.362579 -1.641390
Solutions: -6.693133 0.430084 -1.736951
Solutions: -6.664528 0.492505 -1.827977
Solutions: -6.635345 0.550769 -1.915424
Solutions: -6.605551 0.605551 -2.000000
Solutions: -6.575112 0.657364 -2.082252
Solutions: -6.543989 0.706607 -2.162618
Solutions: -6.711272 0.106774 -1.395502
Solutions: -6.683422 0.197627 -1.514205
Solutions: -6.655036 0.277791 -1.622755
Solutions: -6.626086 0.350147 -1.724061
Solutions: -6.596541 0.416482 -1.819941
Solutions: -6.566370 0.477995 -1.911625
Solutions: -6.535534 0.535534 -2.000000
Solutions: -6.503994 0.589727 -2.085733
Solutions: -6.471706 0.641054 -2.169348
Solutions: -6.438621 0.689890 -2.251269
Solutions: -6.617036 0.101785 -1.484749
Solutions: -6.587741 0.189534 -1.601793
Solutions: -6.557837 0.267567 -1.709730
Solutions: -6.527289 0.338368 -1.811080
Solutions: -6.496057 0.403519 -1.907462
Solutions: -6.464102 0.464102 -2.000000
Solutions: -6.431375 0.520893 -2.089517
Solutions: -6.397827 0.574473 -2.176646
Solutions: -6.363400 0.625290 -2.261890
Solutions: -6.328031 0.673698 -2.345666
Solutions: -6.519248 0.097209 -1.577961
Solutions: -6.488324 0.181998 -1.693675
Solutions: -6.456698 0.257950 -1.801252
Solutions: -6.424328 0.327206 -1.902878
Solutions: -6.391165 0.391165 -2.000000
Solutions: -6.357155 0.450801 -2.093646
Solutions: -6.322240 0.506825 -2.184585
Solutions: -6.286351 0.559772 -2.273421
Solutions: -6.249414 0.610060 -2.360645
Solutions: -6.211344 0.658019 -2.446675
Solutions: -6.417473 0.093000 -1.675527
Solutions: -6.384691 0.174972 -1.790281
Solutions: -6.351093 0.248898 -1.897804
Solutions: -6.316625 0.316625 -2.000000
Solutions: -6.281223 0.379390 -2.098167
Solutions: -6.244817 0.438069 -2.193252
Solutions: -6.207329 0.493311 -2.285982
Solutions: -6.168669 0.545608 -2.376939
Solutions: -6.128734 0.595348 -2.466614
Solutions: -6.087406 0.642840 -2.555434
Solutions: -6.311180 0.089119 -1.777940
Solutions: -6.276255 0.168412 -1.892156
Solutions: -6.240370 0.240370 -2.000000
Solutions: -6.203451 0.306590 -2.103139
Solutions: -6.165416 0.368165 -2.202749
Solutions: -6.126169 0.425881 -2.299712
Solutions: -6.085604 0.480329 -2.394725
Solutions: -6.043596 0.531962 -2.488366
Solutions: -6.000000 0.581139 -2.581139
Solutions: -5.954645 0.628150 -2.673504
Solutions: -6.199705 0.085532 -1.885827
Solutions: -6.162278 0.162278 -2.000000
Solutions: -6.123700 0.232331 -2.108631
Solutions: -6.083872 0.297071 -2.213198
Solutions: -6.042683 0.357463 -2.314780
Solutions: -6.000000 0.414214 -2.414214
Solutions: -5.955671 0.467859 -2.512188
Solutions: -5.909516 0.518817 -2.609301
Solutions: -5.861319 0.567418 -2.706099
Solutions: -5.810821 0.613934 -2.803113
Solutions: -6.082207 0.082207 -2.000000
Solutions: -6.041806 0.156534 -2.114728
Solutions: -6.000000 0.224745 -2.224745
Solutions: -5.956651 0.288034 -2.331384
Solutions: -5.911597 0.347255 -2.435658
Solutions: -5.864650 0.403042 -2.538392
Solutions: -5.815582 0.455881 -2.640299
Solutions: -5.764115 0.506155 -2.742040
Solutions: -5.709910 0.554171 -2.844261
Solutions: -5.652538 0.600180 -2.947642
Solutions: -5.957587 0.079119 -2.121532
Solutions: -5.913582 0.151148 -2.237567
Solutions: -5.867816 0.217581 -2.349765
Solutions: -5.820089 0.279452 -2.459363
Solutions: -5.770162 0.337517 -2.567355
Solutions: -5.717741 0.392344 -2.674603
Solutions: -5.662465 0.444375 -2.781910
Solutions: -5.603875 0.493959 -2.890084
Solutions: -5.541381 0.541381 -3.000000
Solutions: -5.474194 0.586875 -3.112681
Solutions: -5.824365 0.076244 -2.251879
Solutions: -5.775875 0.146091 -2.370216
Solutions: -5.725106 0.210809 -2.485702
Solutions: -5.671751 0.271297 -2.599546
Solutions: -5.615424 0.328224 -2.712799
Solutions: -5.555640 0.382098 -2.826458
Solutions: -5.491766 0.433320 -2.941555
Solutions: -5.422951 0.482212 -3.059261
Solutions: -5.348010 0.529034 -3.181024
Solutions: -5.265203 0.574003 -3.308801
Solutions: -5.680464 0.073562 -2.393099
Solutions: -5.626198 0.141336 -2.515138
Solutions: -5.568850 0.204402 -2.635552
Solutions: -5.507903 0.263543 -2.755640
Solutions: -5.442683 0.319350 -2.876667
Solutions: -5.372281 0.372281 -3.000000
Solutions: -5.295416 0.422699 -3.127283
Solutions: -5.210184 0.470896 -3.260711
Solutions: -5.113538 0.517113 -3.403576
Solutions: -5.000000 0.561553 -3.561553
Solutions: -5.522804 0.071056 -2.548251
Solutions: -5.460736 0.136859 -2.676123
Solutions: -5.394220 0.198334 -2.804114
Solutions: -5.322287 0.256165 -2.933878
Solutions: -5.243563 0.310875 -3.067311
Solutions: -5.155986 0.362874 -3.206888
Solutions: -5.056201 0.412491 -3.356289
Solutions: -4.938043 0.459994 -3.521950
Solutions: -4.787456 0.505605 -3.718148
Solutions: -4.549510 0.549510 -4.000000
Solutions: -5.346462 0.068708 -2.722246
Solutions: -5.273073 0.132637 -2.859565
Solutions: -5.192582 0.192582 -3.000000
Solutions: -5.102775 0.249141 -3.146365
Solutions: -5.000000 0.302776 -3.302776
Solutions: -4.877404 0.353856 -3.476452
Solutions: -4.718710 0.402679 -3.683969
Solutions: -4.449490 0.449490 -4.000000
Solutions: 0.494493
Solutions: 0.537861
Solutions: -5.142605 0.066505 -2.923900
Solutions: -5.050722 0.128652 -3.077930
Solutions: -4.945171 0.187126 -3.241955
Solutions: -4.818448 0.242448 -3.424000
Solutions: -4.652083 0.295032 -3.642949
Solutions: -4.345208 0.345208 -4.000000
Solutions: 0.393245
Solutions: 0.439368
Solutions: 0.483763
Solutions: 0.526592
Solutions: -6.162278 0.162278 -1.000000
Solutions: -6.131313 0.283186 -1.151873
Solutions: -6.099648 0.383185 -1.283537
Solutions: -6.067240 0.469990 -1.402750
Solutions: -6.034042 0.547507 -1.513465
Solutions: -6.000000 0.618034 -1.618034
Solutions: -5.965056 0.683060 -1.718005
Solutions: -5.929142 0.743614 -1.814472
Solutions: -5.892186 0.800441 -1.908256
Solutions: -5.854102 0.854102 -2.000000
Solutions: -6.066155 0.151839 -1.085684
Solutions: -6.033479 0.268421 -1.234941
Solutions: -6.000000 0.366025 -1.366025
Solutions: -5.965663 0.451319 -1.485655
Solutions: -5.930409 0.527804 -1.597395
Solutions: -5.894169 0.597593 -1.703424
Solutions: -5.856867 0.662073 -1.805206
Solutions: -5.818417 0.722212 -1.903796
Solutions: -5.778719 0.778719 -2.000000
Solutions: -5.737662 0.832130 -2.094468
Solutions: -5.966250 0.142495 -1.176245
Solutions: -5.931630 0.254820 -1.323190
Solutions: -5.896077 0.349967 -1.453889
Solutions: -5.859523 0.433665 -1.574141
Solutions: -5.821890 0.509040 -1.687151
Solutions: -5.783088 0.578021 -1.794932
Solutions: -5.743018 0.641892 -1.898874
Solutions: -5.701562 0.701562 -2.000000
Solutions: -5.658587 0.757702 -2.099115
Solutions: -5.613934 0.810821 -2.196887
Solutions: -5.862078 0.134107 -1.272029
Solutions: -5.825224 0.242286 -1.417062
Solutions: -5.787274 0.334942 -1.547668
Solutions: -5.748138 0.416982 -1.668844
Solutions: -5.707712 0.491182 -1.783470
